/* DATA DESCRIPTION:
Citation:	Prahl, Boris F; Boettle, Markus; Costa, Luis; Rybski, Diego; Kropp, Jürgen P (2017): Damage cost curves for European coastal city clusters at flood heights between 0.0 m and 12.0 m based on the EVRS2000 vertical datum [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.875259, 
	In supplement to: Prahl, Boris F; Boettle, Markus; Costa, Luis; Kropp, Jürgen P; Rybski, Diego (2018): Damage and protection cost curves for coastal floods within the 600 largest European cities. Scientific Data, 5(1), 180034, https://doi.org/10.1038/sdata.2018.34
Coverage:	MEDIAN LATITUDE: 49.309668 * MEDIAN LONGITUDE: 8.146498 * SOUTH-BOUND LATITUDE: 34.696196 * WEST-BOUND LONGITUDE: -22.600370 * NORTH-BOUND LATITUDE: 69.665872 * EAST-BOUND LONGITUDE: 39.743289
Parameter(s):	Identification (ID) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: Cluster ID
	Name (Name) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: of City
	Country (Country) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en)
	LATITUDE (Latitude) * GEOCODE * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en)
	LONGITUDE (Longitude) * GEOCODE * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en)
	Damage cost [million EUR] (Damage cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 0.0 m flood height
	Damage cost [million EUR] (Damage cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 0.5 m flood height
	Damage cost [million EUR] (Damage cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 1.0 m flood height
	Damage cost [million EUR] (Damage cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 1.5 m flood height
	Damage cost [million EUR] (Damage cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 2.0 m flood height
	Damage cost [million EUR] (Damage cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 2.5 m flood height
	Damage cost [million EUR] (Damage cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 3.0 m flood height
	Damage cost [million EUR] (Damage cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 3.5 m flood height
	Damage cost [million EUR] (Damage cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 4.0 m flood height
	Damage cost [million EUR] (Damage cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 4.5 m flood height
	Damage cost [million EUR] (Damage cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 5.0 m flood height
	Damage cost [million EUR] (Damage cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 5.5 m flood height
	Damage cost [million EUR] (Damage cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 6.0 m flood height
	Damage cost [million EUR] (Damage cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 6.5 m flood height
	Damage cost [million EUR] (Damage cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 7.0 m flood height
	Damage cost [million EUR] (Damage cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 7.5 m flood height
	Damage cost [million EUR] (Damage cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 8.0 m flood height
	Damage cost [million EUR] (Damage cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 8.5 m flood height
	Damage cost [million EUR] (Damage cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 9.0 m flood height
	Damage cost [million EUR] (Damage cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 9.5 m flood height
	Damage cost [million EUR] (Damage cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 10.0 m flood height
	Damage cost [million EUR] (Damage cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 10.5 m flood height
	Damage cost [million EUR] (Damage cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 11.0 m flood height
	Damage cost [million EUR] (Damage cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 11.5 m flood height
	Damage cost [million EUR] (Damage cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 12.0 m flood height
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	17024 data points
*/
ID (Cluster ID)	Name (of City)	Country	Latitude	Longitude	Damage cost [million EUR] (0.0 m flood height)	Damage cost [million EUR] (0.5 m flood height)	Damage cost [million EUR] (1.0 m flood height)	Damage cost [million EUR] (1.5 m flood height)	Damage cost [million EUR] (2.0 m flood height)	Damage cost [million EUR] (2.5 m flood height)	Damage cost [million EUR] (3.0 m flood height)	Damage cost [million EUR] (3.5 m flood height)	Damage cost [million EUR] (4.0 m flood height)	Damage cost [million EUR] (4.5 m flood height)	Damage cost [million EUR] (5.0 m flood height)	Damage cost [million EUR] (5.5 m flood height)	Damage cost [million EUR] (6.0 m flood height)	Damage cost [million EUR] (6.5 m flood height)	Damage cost [million EUR] (7.0 m flood height)	Damage cost [million EUR] (7.5 m flood height)	Damage cost [million EUR] (8.0 m flood height)	Damage cost [million EUR] (8.5 m flood height)	Damage cost [million EUR] (9.0 m flood height)	Damage cost [million EUR] (9.5 m flood height)	Damage cost [million EUR] (10.0 m flood height)	Damage cost [million EUR] (10.5 m flood height)	Damage cost [million EUR] (11.0 m flood height)	Damage cost [million EUR] (11.5 m flood height)	Damage cost [million EUR] (12.0 m flood height)
032	Bristol	United Kingdom	51.47428	-2.58265	0.000	15.945	29.338	42.329	55.781	71.484	87.942	102.608	117.905	133.782	153.153	173.024	232.192	301.220	453.897	671.247	951.665	1327.243	1750.228	2164.994	2569.885	2958.553	3324.342	3932.471	4601.927
033	Rouen	France	49.39643	1.07282	0.000	0.000	0.000	27.137	84.568	137.458	188.352	260.528	340.832	424.696	565.172	792.232	1079.841	1452.574	1841.140	2327.925	2846.472	3433.706	4042.144	4716.655	5379.562	6072.504	6744.873	7486.110	8147.115
034	Tallinn	Estonia	59.43687	24.77224	0.000	10.530	22.415	35.193	48.142	62.047	78.225	96.820	121.259	149.551	184.148	223.688	270.191	328.713	398.417	502.982	633.565	766.946	920.157	1159.526	1371.476	1601.503	1882.754	2170.254	2476.956
035	Palermo	Italy	38.13486	13.29726	0.000	18.599	47.530	79.198	113.964	151.705	193.942	241.314	297.909	366.448	457.003	554.758	670.786	807.069	959.688	1126.476	1305.659	1495.835	1696.177	1900.941	2115.324	2334.017	2557.412	2787.893	3022.378
036	Middlesbrough	United Kingdom	54.57013	-1.23112	0.000	6.248	45.798	103.382	184.177	260.832	350.730	502.373	688.119	921.226	1252.755	1747.482	2433.390	3179.455	3949.614	4802.339	5690.819	6624.790	7596.595	8609.383	9625.031	10629.881	11631.019	12683.416	13665.450
037	Catania	Italy	37.54746	15.06859	0.000	4.205	9.922	16.122	22.721	29.514	36.804	44.140	51.412	58.728	67.488	75.484	111.956	169.420	246.103	324.062	479.005	653.752	834.657	1033.461	1257.408	1472.286	1681.448	1889.701	2082.492
038	Thessaloniki	Greece	40.62080	22.94111	66.045	113.039	176.155	278.060	395.551	546.946	730.428	952.288	1184.491	1462.456	1747.728	2049.182	2335.439	2632.902	2919.930	3198.387	3467.026	3723.868	3972.562	4212.280	4424.979	4620.027	4801.863	4966.676	5121.734
039	Turku	Finland	60.45878	22.25874	0.199	57.904	135.969	237.181	340.740	450.344	565.162	684.322	811.648	944.724	1085.658	1227.202	1373.468	1523.308	1681.215	1851.770	2194.345	2480.299	2969.067	3466.875	4140.558	4902.625	5603.027	6255.471	6880.262
040	Edinburgh	United Kingdom	55.94006	-3.20578	0.000	11.205	27.057	44.451	63.314	84.182	107.565	134.070	166.624	206.524	262.152	332.853	433.822	559.841	696.946	859.891	1030.084	1210.311	1390.301	1580.745	1770.886	1962.011	2145.917	2377.784	2566.607
041	Portsmouth	United Kingdom	50.84081	-1.12210	10.997	76.620	178.490	323.245	578.262	961.055	1500.462	2163.210	2960.624	3832.050	4814.908	5947.357	7187.493	8568.249	9973.926	11541.884	13047.988	14514.434	15868.944	17139.903	18307.490	19452.050	20475.547	21403.561	22247.243
042	Toulon	France	43.12520	5.91304	0.497	30.466	68.502	112.624	165.967	230.013	308.302	392.328	484.984	587.760	699.777	824.607	961.258	1125.291	1288.958	1462.623	1643.372	1847.667	2042.581	2242.165	2448.363	2665.506	2893.648	3123.537	3351.224
043	Marbella	Spain	36.50345	-4.88135	1.249	28.364	65.723	105.342	152.668	206.361	271.124	352.141	448.582	567.465	707.260	859.849	1111.513	1302.634	1517.903	1749.814	1993.106	2252.493	2522.754	2809.888	3109.955	3439.353	3785.582	4104.838	4425.043
044	Bournemouth, Poole	United Kingdom	50.73957	-1.87731	50.496	124.596	212.017	328.962	488.779	731.866	1000.573	1308.454	1646.929	2013.786	2398.651	2823.088	3272.113	3745.860	4226.873	4760.584	5309.214	5860.400	6381.786	6866.400	7330.645	7783.893	8227.907	8687.239	9134.221
045	Wallasey, Birkenhead, Bebington	United Kingdom	53.34573	-3.00422	0.000	28.848	54.185	77.737	99.241	119.283	139.691	157.388	177.503	206.019	280.919	414.315	760.311	1051.432	1359.313	1684.085	2088.539	2484.501	2916.182	3368.277	3831.579	4290.568	4733.507	5167.574	5603.752
046	Massa	Italy	44.00413	10.12555	0.001	15.545	226.419	422.868	672.698	1035.867	1787.684	2706.542	4004.675	5363.765	6745.406	8117.268	9407.709	10614.044	11713.930	12712.078	13609.996	14406.555	15097.246	15688.569	16180.446	16592.998	16957.002	17268.816	17547.161
047	Oulu	Finland	65.03030	25.48164	0.000	37.739	111.260	391.015	809.777	1225.156	1665.371	2132.376	2632.040	3153.771	3692.543	4260.808	4859.149	5473.412	6111.414	6744.458	7385.426	8041.104	8725.171	9454.374	10237.671	11285.077	12438.926	13467.775	14445.174
048	Sevilla	Spain	37.35951	-5.95130	0.000	0.000	0.000	0.000	0.000	0.000	0.136	1.414	3.835	9.487	78.533	115.421	160.332	223.627	297.366	411.940	571.918	748.107	984.893	1244.372	1525.747	1858.415	2195.320	2829.209	3334.908
049	Swansea	United Kingdom	51.63438	-3.89396	0.000	9.819	21.657	38.286	54.660	74.031	93.901	123.467	151.600	181.843	215.568	261.861	317.350	386.148	540.280	760.472	1267.875	1626.132	2023.312	2532.450	3059.897	3566.901	4086.998	4632.497	5166.517
050	Bilbao	Spain	43.29192	-2.96282	0.603	77.054	145.112	218.184	296.354	382.657	487.485	622.022	924.595	1117.734	1336.570	1525.368	1795.482	2209.209	2424.389	2630.767	2852.490	3122.149	3348.382	3548.647	3765.115	3955.220	4140.557	4315.566	4483.000
051	Almada	Portugal	38.61073	-9.12655	0.297	4.925	11.452	19.139	28.178	38.341	50.801	66.391	86.423	112.584	144.940	184.455	242.000	297.424	359.524	437.443	514.110	596.515	684.603	779.162	870.203	973.321	1064.603	1153.621	1244.861
052	Montpellier	France	43.62076	3.87672	12.122	18.778	28.258	40.591	59.662	86.876	122.524	172.155	285.271	388.602	507.956	638.504	819.924	994.869	1186.876	1389.603	1586.183	1775.466	1947.849	2112.439	2259.394	2392.213	2510.899	2622.875	2727.288
053	Szczecin	Poland	53.42698	14.55444	500.040	639.745	789.002	945.688	1102.568	1263.677	1419.326	1568.363	1712.807	1854.150	1981.347	2096.091	2201.638	2297.733	2393.796	2483.791	2570.460	2652.732	2728.667	2799.758	2866.332	2929.060	2990.841	3049.666	3106.894
054	Padua	Italy	45.41155	11.92415	23.157	64.297	110.921	185.096	283.437	418.089	583.970	861.380	1137.223	1445.156	1780.556	2181.648	2620.274	3113.181	3630.934	4206.889	4820.501	5508.094	6311.141	7175.020	8428.831	9666.394	10915.297	12245.208	13561.001
055	Antalya	Turkey	36.90815	30.70652	0.245	2.882	6.742	11.727	33.182	58.937	84.178	112.700	145.518	180.916	217.669	266.229	313.087	363.991	413.097	473.544	527.476	589.427	645.116	698.517	750.185	803.858	855.655	913.001	966.869
056	Utrecht	Netherlands	52.07618	5.07795	1545.171	2360.250	3576.334	4849.961	6228.238	8012.070	10646.162	13039.379	15594.558	18038.261	20324.847	22386.122	24221.332	25796.558	27152.032	28259.815	29176.043	29904.351	30476.556	30901.825	31217.269	31439.368	31601.815	31719.268	31807.803
057	Malmö	Sweden	55.60327	13.02457	58.126	308.171	529.354	820.522	1184.997	1652.812	2176.090	2745.645	3315.590	3911.643	4495.548	5061.041	5650.371	6247.455	6857.751	7686.160	8364.192	9064.184	9781.963	10485.538	11177.256	11840.373	12531.943	13203.523	13895.549
058	Izmit	Turkey	40.75700	29.91478	0.212	19.619	40.951	66.630	111.810	162.125	244.076	350.812	479.349	623.069	820.117	1012.857	1244.715	1475.981	1705.136	1949.641	2187.776	2437.826	2680.874	2915.409	3162.950	3394.267	3622.614	3842.524	4057.735
059	Brighton, Worthing	United Kingdom	50.83246	-0.29672	48.671	124.064	223.447	366.279	535.209	739.009	986.263	1298.831	1650.177	2315.465	2912.189	3587.874	4306.915	5219.501	6165.675	7201.126	8206.713	9242.737	10205.190	11142.633	12041.776	12902.024	13713.841	14467.697	15155.147
060	Newport	United Kingdom	51.61211	-3.00359	0.000	2.274	7.676	15.502	27.760	41.876	57.647	77.512	118.147	179.972	244.548	303.519	412.280	537.445	735.823	1149.796	1576.475	2196.301	2775.129	3373.323	3960.972	4593.550	5163.809	5714.664	6205.179
061	Biarritz	France	43.47059	-1.53107	0.961	27.406	77.744	135.070	199.525	270.318	355.906	485.680	624.345	820.353	1051.193	1304.189	1626.596	1910.578	2201.277	2501.215	2850.311	3233.921	3566.442	3920.773	4258.233	4581.913	4900.985	5207.040	5502.343
062	Kiel	Germany	54.32796	10.14270	9.714	37.258	71.029	117.190	169.510	235.744	309.789	390.512	480.461	575.363	724.317	846.749	970.069	1094.015	1234.146	1362.379	1493.876	1625.706	1759.709	2083.913	2243.541	2403.551	2567.942	2775.894	2968.370
063	Aarhus	Denmark	56.15764	10.17938	0.318	46.660	92.429	143.595	211.681	291.439	559.959	788.020	1041.411	1311.534	1583.914	1836.654	2083.110	2316.811	2540.988	2757.210	3768.790	4071.997	4361.056	4636.080	4901.628	5157.564	5406.794	5650.246	5888.978
064	Kingston Upon Hull	United Kingdom	53.75984	-0.35646	0.000	3.580	9.617	16.842	25.429	35.592	4191.050	6617.728	9038.599	11457.060	13738.579	15871.867	17832.393	19606.200	21223.748	22636.356	23855.789	24827.931	25620.870	26230.618	26724.768	27116.983	27442.525	27726.744	27974.626
065	Reykjavík	Iceland	64.11542	-21.86352	0.007	293.500	528.026	737.461	952.335	1189.016	1444.076	1747.032	2067.980	2626.973	3127.504	3701.772	4212.033	4801.440	5437.916	6084.875	6696.470	7307.616	7895.873	8817.149	9469.939	10056.207	10613.236	11156.058	11657.138
066	Caen	France	49.18339	-0.35970	0.001	22.338	40.903	59.827	78.292	102.294	126.698	155.798	190.303	272.508	354.603	447.374	555.720	671.277	798.307	958.468	1141.319	1297.023	1466.396	1631.130	1791.842	1949.864	2107.113	2259.362	2409.117
067	Odense	Denmark	55.38842	10.38730	0.615	9.968	108.021	164.359	236.136	349.232	494.859	812.453	1082.020	1356.715	1628.935	1996.878	2294.695	2642.794	2947.127	3246.080	3545.406	3885.098	4219.390	4543.459	4873.122	5192.749	5610.403	5986.780	6381.705
068	Bergen	Norway	60.35424	5.30662	0.000	53.318	136.746	224.792	311.920	397.962	490.372	574.112	656.569	740.573	827.873	913.143	998.106	1080.545	1163.113	1247.509	1331.465	1417.557	1535.806	1632.032	1727.353	1832.830	1935.578	2041.567	2153.725
069	Vigo	Spain	42.19503	-8.71205	0.000	7.489	18.136	32.938	50.491	72.885	101.977	135.013	172.509	218.228	279.292	345.616	418.941	492.077	567.449	657.259	742.766	829.803	919.102	1015.988	1108.195	1197.839	1286.670	1381.464	1474.362
070	Constanta	Romania	44.18134	28.62684	3.031	36.393	99.493	161.498	241.158	336.507	447.316	565.797	690.325	825.132	958.081	1087.839	1213.709	1332.091	1441.481	1542.167	1634.528	1719.821	1799.535	1874.782	1947.179	2016.890	2085.181	2152.504	2218.617
071	Southampton	United Kingdom	50.93543	-1.38560	0.308	29.990	65.266	111.425	176.247	269.265	396.332	558.148	738.325	936.395	1139.048	1346.964	1580.902	1818.046	2056.695	2293.284	2522.645	2750.278	2964.879	3172.057	3382.061	3583.813	3774.651	3956.777	4131.463
072	Le Havre	France	49.50341	0.16438	3.580	36.470	65.396	94.160	121.731	254.663	374.259	567.862	854.501	1276.791	1710.819	2203.403	2819.557	3374.836	3914.471	4437.230	4996.357	5473.766	5933.171	6330.042	6676.186	6968.799	7211.734	7412.376	7578.704
073	Alicante	Spain	38.38669	-0.48977	0.642	21.036	41.326	61.210	81.799	103.814	130.393	158.137	188.739	221.472	260.511	296.132	333.939	401.873	460.963	526.813	609.890	691.381	772.614	856.579	996.191	1106.992	1212.745	1331.696	1450.696
074	Saint-Nazaire	France	47.28932	-2.27564	0.000	20.290	44.215	75.179	121.122	699.633	1083.440	1617.939	2239.742	2925.177	3743.025	4490.599	5235.199	5988.923	6715.910	7426.803	8128.122	8798.799	9422.645	9998.269	10538.350	11035.278	11498.703	11928.121	12324.578
075	Southend-on-Sea	United Kingdom	51.55542	0.65442	0.000	10.014	30.167	104.297	182.619	316.848	643.221	1070.011	1597.249	2123.432	2595.853	3031.965	3437.858	3821.364	4196.722	4569.120	4931.072	5279.670	5643.115	6017.250	6362.815	6704.381	7026.359	7332.117	7619.044
076	Mersin	Turkey	36.80311	34.61015	0.004	5.561	12.468	20.027	27.786	36.204	46.121	58.014	74.971	99.612	128.386	162.464	205.475	253.216	309.185	370.780	436.001	504.404	576.062	655.836	755.211	855.293	974.178	1106.125	1240.066
077	Bari (east)	Italy	41.10084	16.83747	1.450	44.691	102.353	179.048	279.781	400.791	551.028	713.553	893.409	1083.420	1313.254	1532.320	1753.797	1969.820	2179.698	2384.710	2669.871	2878.033	3086.367	3286.254	3483.965	3681.397	3954.073	4159.972	4368.619
078	Troon, Prestwick	United Kingdom	55.55382	-4.65824	0.000	29.662	71.549	119.912	176.636	244.612	328.049	470.936	613.753	792.922	1010.243	1285.264	1591.447	1950.807	2347.657	2762.552	3194.345	3642.607	4097.208	4582.480	5224.994	5862.024	6485.028	7143.142	7863.295
079	Rimini	Italy	44.08377	12.54755	214.441	372.086	567.568	999.240	1577.504	2243.502	2970.966	3788.269	4998.766	6098.586	7194.334	8240.181	9258.258	10212.981	11101.177	11940.053	12704.508	13376.733	13995.472	14554.853	15060.726	15537.286	16001.001	16415.060	16798.790
080	Cagliari	Italy	39.24117	9.15197	59.475	95.019	140.956	194.427	268.952	350.578	449.706	615.028	820.609	1023.532	1262.322	1516.877	1794.823	2103.066	2431.434	2772.142	3123.582	3494.165	3920.497	4345.426	4820.304	5278.019	5736.958	6172.139	6603.040
081	Stavanger	Norway	58.91545	5.70865	0.000	18.451	48.015	84.340	131.900	193.207	275.968	377.066	496.132	631.715	784.139	953.435	1136.178	1327.871	1525.472	1729.254	1940.307	2157.552	2380.156	2608.488	2840.617	3082.437	3327.613	3575.794	3829.699
082	Oldenburg	Germany	53.14574	8.20388	34.045	56.144	82.930	123.872	167.687	293.847	530.789	810.236	1174.193	1993.718	2761.072	3952.851	5029.014	6134.654	7211.590	8358.239	9412.134	10438.296	11400.867	12275.803	13074.562	13841.872	14531.975	15125.823	15681.035
083	Blackpool	United Kingdom	53.82089	-3.01816	0.007	15.817	35.845	52.760	70.483	88.400	107.960	127.866	150.114	175.292	203.683	239.910	679.660	1493.431	2396.044	3423.612	4513.870	5567.930	6663.507	7771.980	8900.845	10061.188	11213.748	12342.605	13436.779
084	Benidorm, Calp	Spain	38.61541	-0.02838	0.045	9.864	23.194	36.394	50.448	64.824	80.538	96.861	114.280	135.088	185.650	217.466	251.127	285.981	327.652	370.414	420.024	479.847	539.728	603.520	669.380	739.926	808.286	881.830	953.952
085	Palma de Mallorca	Spain	39.57002	2.66453	0.948	20.999	47.479	94.823	205.532	280.832	369.313	467.924	581.573	703.957	841.432	981.572	1124.824	1273.487	1431.832	1590.289	1741.029	1888.774	2034.491	2175.904	2312.486	2442.676	2570.239	2694.962	2815.070
086	Plymouth	United Kingdom	50.39326	-4.12297	0.824	12.766	43.526	75.094	111.434	151.061	195.245	243.238	296.545	361.886	500.072	610.887	725.511	840.671	959.587	1096.608	1230.896	1369.391	1509.921	1651.173	1791.082	1929.362	2069.753	2207.532	2345.413
087	Limassol	Cyprus	34.69620	33.03303	0.000	19.058	31.002	51.822	69.936	92.055	118.256	163.475	210.186	265.872	327.912	393.402	465.574	548.590	634.141	723.740	831.164	937.059	1057.753	1178.272	1299.133	1425.486	1552.069	1674.951	1795.298
088	Aberdeen	United Kingdom	57.15557	-2.13213	0.000	2.110	4.996	8.303	11.773	16.502	23.550	32.085	41.905	53.530	67.406	85.914	105.967	160.568	200.960	246.806	298.180	360.733	423.317	487.316	552.096	618.045	685.843	753.551	824.470
089	Mestre	Italy	45.48824	12.22416	434.640	845.170	1307.065	1888.353	2519.271	3701.167	4673.163	5737.430	6794.415	7883.724	8953.947	9996.765	11022.509	11958.169	12813.215	13592.689	14271.339	14850.125	15330.411	15721.198	16035.616	16279.969	16468.287	16609.395	16713.817
090	Rijeka	Croatia	45.34753	14.39295	0.000	2.851	6.594	10.412	14.908	20.184	26.849	38.329	47.572	57.298	67.664	78.037	88.880	99.680	111.075	123.291	135.926	148.460	161.297	174.163	187.048	200.353	213.874	227.696	241.456
091	Genoa	Italy	44.42656	8.91915	4.190	27.964	53.630	87.522	129.669	181.403	243.260	311.419	384.731	467.912	551.304	631.832	712.274	802.214	884.343	964.646	1042.843	1123.309	1206.299	1289.533	1373.084	1458.510	1543.202	1626.317	1780.422
092	Lübeck	Germany	53.86930	10.68229	75.715	108.407	141.935	177.943	220.216	264.097	313.723	407.050	553.579	674.684	788.779	964.271	1124.735	1328.360	1540.256	1807.012	2068.532	2373.326	2707.749	3232.031	3642.758	4232.553	4742.830	5270.931	5825.047
093	Dunkirk	France	51.02427	2.33588	0.000	132.504	209.437	375.868	563.248	1247.980	1841.302	2693.097	3865.359	4944.636	6019.983	7044.296	7996.523	8890.592	9721.659	10499.988	11216.145	11867.669	12469.280	12996.158	13455.502	13842.492	14165.942	14435.483	14656.910
094	Peterborough	United Kingdom	52.57132	-0.26431	0.000	0.000	0.000	0.403	1.012	3.548	6.311	10.552	18.316	37.255	66.111	116.334	182.537	273.145	388.108	523.121	666.288	818.272	1465.766	1763.421	2560.947	3021.847	3483.339	3970.339	4468.638
095	Fredrikstad	Norway	59.24696	11.02231	0.000	42.460	78.331	110.922	145.805	181.944	225.601	276.067	339.841	426.026	535.238	677.342	918.308	1157.773	1384.899	1626.295	1891.935	2169.378	2455.284	2748.021	3046.195	3351.530	3659.209	3965.583	4265.232
096	Trondheim	Norway	63.40214	10.40722	0.000	23.008	52.380	197.836	323.422	433.880	538.898	637.539	735.044	835.220	933.640	1024.040	1109.897	1184.183	1247.867	1305.349	1355.946	1405.495	1453.732	1500.857	1545.923	1590.178	1632.897	1683.632	1732.445
097	Ostend	Belgium	51.19440	2.91339	41.842	165.394	334.875	633.536	1048.603	1848.397	2732.898	3774.207	4904.723	6111.342	7282.291	8453.177	9600.273	10697.239	11715.460	12637.633	13466.299	14226.782	14875.252	15432.778	15911.832	16319.325	16665.474	16960.531	17208.807
098	Bruges	Belgium	51.19407	3.21668	9.027	35.804	97.547	221.575	422.183	775.666	1122.857	1514.764	1905.472	2340.119	2784.536	3397.353	5590.814	6590.131	7541.235	8511.741	9396.735	10241.064	11008.971	11724.527	12370.311	12983.746	13545.701	14055.569	14508.077
099	Leiden	Netherlands	52.17086	4.47810	1396.781	2394.743	3632.379	5220.223	6823.378	8456.041	10067.461	11549.597	12923.797	14147.053	15234.780	16160.599	16943.483	17566.342	18061.873	18430.987	18715.969	18929.415	19092.812	19219.182	19321.456	19411.308	19490.309	19566.409	19631.147
100	Izmir (north)	Turkey	38.49447	27.07069	9.420	25.188	42.414	76.633	124.088	182.178	403.510	540.749	707.181	894.569	1125.304	1330.997	1555.935	1778.257	2045.332	2293.919	2537.801	2777.381	3006.010	3224.405	3429.077	3625.643	3811.938	3983.173	4144.167
101	Brest	France	48.40212	-4.48872	0.703	26.115	47.130	66.226	84.892	102.802	123.164	141.412	161.048	184.142	208.933	236.034	263.180	297.554	331.214	365.449	399.399	433.202	467.221	500.822	533.496	575.030	605.839	635.327	664.212
