/* DATA DESCRIPTION:
Citation:	Prahl, Boris F; Boettle, Markus; Costa, Luis; Rybski, Diego; Kropp, Jürgen P (2017): Protection cost curves (high estimate) for European coastal city clusters at protection heights between 0.0 and 12.0 m based on the EVRS2000 vertical datum [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.875261, 
	In supplement to: Prahl, Boris F; Boettle, Markus; Costa, Luis; Kropp, Jürgen P; Rybski, Diego (2018): Damage and protection cost curves for coastal floods within the 600 largest European cities. Scientific Data, 5(1), 180034, https://doi.org/10.1038/sdata.2018.34
Coverage:	MEDIAN LATITUDE: 49.309668 * MEDIAN LONGITUDE: 8.146498 * SOUTH-BOUND LATITUDE: 34.696196 * WEST-BOUND LONGITUDE: -22.600370 * NORTH-BOUND LATITUDE: 69.665872 * EAST-BOUND LONGITUDE: 39.743289
Parameter(s):	Identification (ID) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: Cluster ID
	Name (Name) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: of City
	Country (Country) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en)
	LATITUDE (Latitude) * GEOCODE * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en)
	LONGITUDE (Longitude) * GEOCODE * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 0.0 m protection height (high estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 0.5 m protection height (high estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 1.0 m protection height (high estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 1.5 m protection height (high estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 2.0 m protection height (high estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 2.5 m protection height (high estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 3.0 m protection height (high estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 3.5 m protection height (high estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 4.0 m protection height (high estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 4.5 m protection height (high estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 5.0 m protection height (high estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 5.5 m protection height (high estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 6.0 m protection height (high estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 6.5 m protection height (high estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 7.0 m protection height (high estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 7.5 m protection height (high estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 8.0 m protection height (high estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 8.5 m protection height (high estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 9.0 m protection height (high estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 9.5 m protection height (high estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 10.0 m protection height (high estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 10.5 m protection height (high estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 11.0 m protection height (high estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 11.5 m protection height (high estimate)
	Protection cost [million EUR] (Protection cost) * PI: Prahl, Boris F (https://orcid.org/0000-0002-3022-7471, corr@prahl.net, https://www.pik-potsdam.de/members/prahl/boris-prahl-1?set_language=en) * COMMENT: 12.0 m protection height (high estimate)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	17024 data points
*/
ID (Cluster ID)	Name (of City)	Country	Latitude	Longitude	Protection cost [million EUR] (0.0 m protection height (high...)	Protection cost [million EUR] (0.5 m protection height (high...)	Protection cost [million EUR] (1.0 m protection height (high...)	Protection cost [million EUR] (1.5 m protection height (high...)	Protection cost [million EUR] (2.0 m protection height (high...)	Protection cost [million EUR] (2.5 m protection height (high...)	Protection cost [million EUR] (3.0 m protection height (high...)	Protection cost [million EUR] (3.5 m protection height (high...)	Protection cost [million EUR] (4.0 m protection height (high...)	Protection cost [million EUR] (4.5 m protection height (high...)	Protection cost [million EUR] (5.0 m protection height (high...)	Protection cost [million EUR] (5.5 m protection height (high...)	Protection cost [million EUR] (6.0 m protection height (high...)	Protection cost [million EUR] (6.5 m protection height (high...)	Protection cost [million EUR] (7.0 m protection height (high...)	Protection cost [million EUR] (7.5 m protection height (high...)	Protection cost [million EUR] (8.0 m protection height (high...)	Protection cost [million EUR] (8.5 m protection height (high...)	Protection cost [million EUR] (9.0 m protection height (high...)	Protection cost [million EUR] (9.5 m protection height (high...)	Protection cost [million EUR] (10.0 m protection height (hig...)	Protection cost [million EUR] (10.5 m protection height (hig...)	Protection cost [million EUR] (11.0 m protection height (hig...)	Protection cost [million EUR] (11.5 m protection height (hig...)	Protection cost [million EUR] (12.0 m protection height (hig...)
032	Bristol	United Kingdom	51.47428	-2.58265	0.000	13.490	41.627	83.866	143.872	220.263	310.308	413.788	530.834	662.809	816.333	996.084	1259.126	1561.671	1951.602	2382.832	2865.045	3403.060	3972.973	4597.098	5242.359	5904.487	6580.520	7359.206	8069.564
033	Rouen	France	49.39643	1.07282	0.000	0.000	0.000	240.633	624.149	1046.621	1529.099	2081.012	2707.507	3363.687	4076.632	4862.406	5774.599	6883.837	7975.427	9176.261	10435.767	11793.897	13224.133	14726.292	16287.216	17898.222	19564.620	21272.234	23039.902
034	Tallinn	Estonia	59.43687	24.77224	0.000	58.506	151.794	268.188	405.320	564.827	748.371	954.585	1189.767	1451.714	1743.890	2065.751	2413.146	2787.088	3189.694	3623.686	4092.987	4589.169	5113.206	5781.976	6397.489	7036.233	7698.798	8381.107	9081.956
035	Palermo	Italy	38.13486	13.29726	0.000	124.878	360.864	671.894	1049.690	1488.476	1982.992	2525.038	3111.129	3737.184	4397.188	5091.112	5818.733	6573.593	7354.216	8157.686	8978.076	9816.342	10670.507	11543.050	12432.140	13336.854	14253.148	15181.065	16118.211
036	Middlesbrough	United Kingdom	54.57013	-1.23112	0.000	53.134	213.322	497.816	818.373	1218.081	1632.403	2109.582	2653.500	3239.963	3951.881	4722.453	5560.673	6521.681	7486.310	8497.365	9555.052	10654.276	11789.021	12964.182	14178.042	15436.916	16727.930	18045.227	19395.983
037	Catania	Italy	37.54746	15.06859	0.000	34.221	89.205	160.152	244.345	340.222	447.198	564.575	690.247	824.262	973.375	1126.433	1297.815	1517.456	1754.925	2022.731	2342.895	2692.420	3103.833	3531.220	3987.272	4461.054	4948.892	5447.748	5956.453
038	Thessaloniki	Greece	40.62080	22.94111	194.301	349.633	555.818	822.786	1110.555	1430.995	1774.451	2145.081	2537.667	2965.218	3421.352	3901.430	4410.166	4970.461	5542.608	6130.392	6735.717	7359.183	8001.756	8678.438	9353.562	10040.003	10734.176	11436.754	12145.049
039	Turku	Finland	60.45878	22.25874	0.515	198.443	515.205	901.119	1322.773	1771.276	2247.053	2752.064	3284.545	3843.412	4424.446	5028.606	5657.168	6310.984	6992.279	7713.366	8675.422	9519.217	10636.975	11755.960	13115.130	14622.233	16190.549	17807.393	19466.668
040	Edinburgh	United Kingdom	55.94006	-3.20578	0.000	91.778	249.474	451.981	692.818	973.850	1291.295	1644.842	2033.050	2452.391	2900.656	3377.885	3883.099	4407.385	4947.281	5501.471	6067.791	6645.654	7230.809	7823.889	8426.905	9043.431	9673.318	10326.268	10991.419
041	Portsmouth	United Kingdom	50.84081	-1.12210	108.037	450.053	1025.258	1748.118	2622.750	3632.969	4768.586	5978.106	7289.110	8648.206	10070.684	11525.880	13022.693	14559.885	16127.730	17723.640	19338.889	20979.665	22646.413	24354.994	26106.126	27912.872	29752.068	31620.100	33506.308
042	Toulon	France	43.12520	5.91304	0.694	206.138	533.237	938.970	1414.372	1948.836	2536.356	3166.872	3836.069	4538.527	5267.768	6019.540	6795.004	7588.881	8400.703	9232.713	10082.386	10950.420	11835.079	12735.772	13651.367	14582.769	15526.673	16482.037	17449.847
043	Marbella	Spain	36.50345	-4.88135	1.034	127.253	342.169	613.843	944.332	1327.953	1764.773	2253.131	2786.867	3371.521	4002.668	4670.974	5661.342	6455.021	7277.367	8135.078	9024.474	9949.459	10901.231	11885.486	12912.318	13969.373	15059.362	16176.247	17319.309
044	Bournemouth, Poole	United Kingdom	50.73957	-1.87731	66.095	296.394	616.145	998.473	1468.575	1970.833	2519.096	3117.086	3752.602	4444.929	5168.719	5924.913	6703.632	7501.698	8319.407	9191.510	10072.025	10975.963	11897.321	12836.891	13800.242	14793.023	15808.599	16885.209	17973.541
045	Wallasey, Birkenhead, Bebington	United Kingdom	53.34573	-3.00422	0.000	57.294	133.798	225.452	329.703	442.257	562.635	691.974	845.078	1024.711	1215.598	1460.069	1776.451	2129.297	2539.490	2998.536	3488.351	4014.184	4572.576	5161.172	5775.882	6415.692	7071.412	7744.475	8431.493
046	Massa	Italy	44.00413	10.12555	0.013	102.569	1058.653	1675.604	2432.376	3374.353	4512.157	5840.690	7363.831	8887.116	10483.194	12185.914	13935.293	15750.209	17623.816	19541.369	21503.160	23495.256	25512.774	27558.269	29631.214	31723.162	33836.343	35969.028	38125.842
047	Oulu	Finland	65.03030	25.48164	0.000	171.261	489.861	1020.952	1698.033	2451.026	3282.001	4184.634	5159.733	6208.394	7329.713	8532.855	9831.519	11246.410	12789.892	14437.250	16193.490	18058.877	20048.450	22179.082	24457.646	27060.754	29913.743	32895.044	35998.351
048	Sevilla	Spain	37.35951	-5.95130	0.000	0.000	0.000	0.000	0.000	0.000	1.451	9.052	23.185	46.916	493.467	631.974	785.876	976.462	1198.794	1469.254	1800.194	2177.950	2661.554	3185.198	3719.756	4309.655	4929.544	5578.684	6379.428
049	Swansea	United Kingdom	51.63438	-3.89396	0.000	71.963	198.244	372.175	579.510	817.063	1084.310	1380.984	1706.239	2063.196	2451.603	2877.518	3332.356	3811.151	4317.748	4854.769	5816.748	6513.911	7253.944	8023.683	8828.190	9658.325	10505.348	11370.520	12246.682
050	Bilbao	Spain	43.29192	-2.96282	1.589	209.148	485.565	803.150	1155.914	1536.401	1941.513	2368.287	2816.048	3281.516	3769.274	4270.686	4793.935	5499.366	6085.799	6687.784	7307.992	7962.682	8615.967	9282.140	9961.642	10655.119	11363.858	12088.870	12825.878
051	Almada	Portugal	38.61073	-9.12655	1.255	32.571	84.202	153.004	235.983	332.649	442.961	572.745	724.273	901.367	1097.895	1320.774	1617.877	1895.055	2194.399	2520.968	2863.527	3226.279	3606.736	4005.767	4414.952	4836.065	5266.528	5705.684	6152.928
052	Montpellier	France	43.62076	3.87672	81.554	139.056	223.607	337.151	485.340	663.400	876.045	1114.961	1535.961	1891.767	2266.442	2662.645	3098.061	3544.766	4026.892	4549.887	5093.050	5687.272	6290.985	6925.018	7570.183	8230.943	8908.444	9595.189	10304.602
053	Szczecin	Poland	53.42698	14.55444	1779.124	2129.219	2504.431	2903.383	3315.504	3735.942	4163.921	4595.294	5029.713	5467.602	5908.092	6351.887	6799.968	7252.427	7709.492	8171.931	8640.103	9114.631	9594.703	10079.651	10569.056	11071.082	11575.048	12083.353	12596.420
054	Padua	Italy	45.41155	11.92415	64.205	191.804	341.861	557.179	843.292	1213.069	1654.999	2366.372	3088.807	3924.636	4888.179	6011.757	7263.276	8699.302	10258.213	12011.300	13914.211	16004.732	18370.058	20897.178	23803.429	26879.199	30069.144	33513.871	37082.776
055	Antalya	Turkey	36.90815	30.70652	3.196	25.074	63.142	114.402	210.046	339.164	479.570	650.867	848.251	1070.040	1311.641	1570.463	1844.173	2127.513	2418.065	2715.257	3018.383	3328.062	3641.482	3958.885	4279.265	4602.481	4928.859	5258.590	5591.442
056	Utrecht	Netherlands	52.07618	5.07795	2477.876	3561.328	4882.825	6449.464	8141.033	10033.031	12089.721	14244.333	16532.746	18899.067	21329.043	23804.850	26312.864	28849.791	31403.196	33966.526	36536.132	39108.932	41684.361	44262.719	46842.970	49424.097	52005.270	54586.311	57167.708
057	Malmö	Sweden	55.60327	13.02457	77.520	650.762	1282.455	1996.453	2762.788	3579.326	4472.485	5780.304	6801.181	7881.007	9002.345	10161.322	11356.198	12593.311	13866.358	15180.443	16524.941	17898.621	19305.038	20742.746	22208.455	23712.788	25300.011	26893.933	28522.172
058	Izmit	Turkey	40.75700	29.91478	0.351	98.532	250.794	435.921	649.251	889.296	1154.908	1443.785	1760.029	2095.934	2508.546	2907.469	3332.886	3769.924	4218.390	4690.553	5177.579	5693.905	6221.993	6758.396	7314.622	7886.534	8473.480	9074.150	9690.853
059	Brighton, Worthing	United Kingdom	50.83246	-0.29672	40.596	258.230	602.312	1041.061	1559.496	2154.871	2845.531	3610.252	4421.222	5373.466	6331.634	7345.644	8389.773	9493.945	10630.327	11803.507	12993.956	14196.112	15411.562	16637.156	17875.452	19130.235	20399.067	21680.894	22977.569
060	Newport	United Kingdom	51.61211	-3.00359	0.000	11.750	40.005	85.580	153.945	240.317	347.350	490.356	649.859	818.976	1007.748	1217.343	1524.091	1889.031	2332.357	2846.452	3388.741	4115.995	4784.155	5481.319	6196.986	6946.551	7701.855	8475.163	9259.896
061	Biarritz	France	43.47059	-1.53107	3.355	102.144	264.549	466.565	706.049	979.953	1290.869	1647.428	2040.561	2481.141	2951.025	3482.897	4076.993	4672.768	5292.355	5960.093	6725.595	7588.636	8391.126	9289.769	10176.654	11078.881	12008.265	12963.398	13947.565
062	Kiel	Germany	54.32796	10.14270	46.173	204.621	437.061	722.517	1047.107	1410.177	1808.254	2227.236	2663.365	3111.538	3570.365	4041.481	4521.573	5008.508	5515.641	6021.631	6550.530	7082.713	7626.550	8587.807	9204.408	9831.115	10472.887	11249.053	11967.410
063	Aarhus	Denmark	56.15764	10.17938	0.009	166.807	409.554	701.075	1034.618	1411.732	2094.299	2618.367	3173.117	3751.234	4351.368	4971.022	5629.932	6293.654	6972.843	7669.368	9473.677	10322.428	11186.878	12077.448	12989.523	13923.152	14880.942	15856.927	16848.316
064	Kingston Upon Hull	United Kingdom	53.75984	-0.35646	0.000	33.979	99.270	186.444	293.256	420.324	1489.199	2048.926	2677.010	3387.182	4173.774	5023.007	5919.259	6853.677	7818.588	8800.629	9795.763	10801.424	11815.768	12839.874	13874.439	14923.900	15983.064	17051.396	18132.374
065	Reykjavík	Iceland	64.11542	-21.86352	0.013	817.768	1782.771	2829.862	3942.598	5120.166	6347.987	7639.668	8972.126	10407.266	11871.512	13586.354	15194.463	16886.863	18597.980	20360.577	22149.140	23975.455	25823.246	27766.704	29694.120	31647.566	33621.430	35629.470	37640.057
066	Caen	France	49.18339	-0.35970	0.009	81.130	172.276	270.257	373.866	489.482	611.609	744.590	890.502	1087.029	1295.780	1535.185	1794.236	2075.947	2399.887	2736.440	3105.715	3491.876	3896.501	4317.883	4756.452	5210.150	5677.877	6158.552	6653.363
067	Odense	Denmark	55.38842	10.38730	3.770	32.289	169.181	277.163	424.973	615.652	842.070	1156.737	1483.107	1844.459	2232.965	2646.154	3080.566	3613.034	4091.966	4583.489	5094.767	5613.955	6142.361	6688.909	7239.393	7798.298	8409.455	9033.163	9679.963
068	Bergen	Norway	60.35424	5.30662	0.001	258.309	700.420	1228.201	1818.274	2466.754	3160.966	3899.305	4678.114	5500.427	6362.450	7263.070	8201.648	9178.906	10192.701	11241.716	12322.491	13430.924	14571.938	15747.854	16953.715	18266.087	19548.815	20862.347	22210.683
069	Vigo	Spain	42.19503	-8.71205	0.017	58.950	160.228	296.480	461.307	658.255	888.432	1148.877	1442.203	1767.058	2133.796	2521.833	2936.549	3377.499	3843.182	4329.425	4837.374	5364.965	5915.385	6482.328	7061.415	7654.450	8261.276	8883.317	9516.834
070	Constanta	Romania	44.18134	28.62684	11.829	164.120	600.722	909.409	1284.147	1708.068	2175.466	2683.746	3228.127	3805.875	4401.732	5011.080	5635.263	6271.329	6915.300	7565.959	8223.176	8885.677	9552.759	10225.412	10903.803	11586.518	12276.154	12969.716	13666.558
071	Southampton	United Kingdom	50.93543	-1.38560	0.964	100.484	253.033	449.506	688.265	964.959	1275.165	1615.603	1977.038	2365.573	2769.677	3196.795	3644.597	4110.517	4594.401	5094.707	5604.886	6130.393	6670.759	7220.765	7787.538	8369.014	8984.475	9605.951	10243.630
072	Le Havre	France	49.50341	0.16438	15.071	107.768	241.187	408.141	603.759	1338.163	1867.714	2404.074	3023.586	3706.280	4456.118	5251.502	6130.174	7027.380	7951.636	8897.099	9858.958	10833.302	11821.135	12817.740	13818.877	14823.268	15832.762	16845.484	17860.229
073	Alicante	Spain	38.38669	-0.48977	3.901	100.148	230.921	380.366	546.949	730.493	930.517	1146.935	1379.941	1632.116	1901.635	2188.013	2486.800	2800.753	3128.200	3466.988	3816.639	4176.570	4544.034	4917.683	5309.947	5704.622	6106.678	6517.411	6940.556
074	Saint-Nazaire	France	47.28932	-2.27564	0.000	89.914	246.480	461.984	739.645	2471.911	3517.776	4767.790	6154.377	7681.046	9368.738	11124.704	12958.425	14876.933	16854.365	18892.775	21050.739	23223.337	25451.846	27728.931	30043.703	32389.786	34759.741	37148.877	39556.317
075	Southend-on-Sea	United Kingdom	51.55542	0.65442	0.000	60.437	176.406	415.794	689.484	1068.591	1537.574	2063.066	2644.775	3279.091	3946.242	4652.507	5386.301	6159.427	6962.569	7808.088	8672.436	9565.206	10484.712	11441.818	12411.580	13429.396	14459.237	15507.768	16582.462
076	Mersin	Turkey	36.80311	34.61015	0.053	55.492	140.551	246.974	369.693	512.821	675.345	858.107	1062.670	1295.846	1548.668	1828.742	2132.843	2464.376	2810.585	3172.085	3548.257	3935.979	4346.702	4774.277	5218.852	5679.241	6215.693	6722.863	7246.816
077	Bari (east)	Italy	41.10084	16.83747	5.054	166.769	409.136	703.301	1032.146	1385.092	1753.825	2136.497	2535.242	2950.758	3384.019	3828.606	4284.456	4748.482	5220.409	5697.393	6181.184	6670.442	7166.210	7669.325	8178.872	8693.801	9214.208	9740.721	10273.085
078	Troon, Prestwick	United Kingdom	55.55382	-4.65824	0.000	153.484	405.078	719.772	1091.437	1516.447	1995.996	2535.069	3127.033	3760.774	4428.829	5171.419	5947.372	6768.573	7646.796	8530.440	9435.102	10357.459	11292.172	12246.429	13333.474	14353.740	15397.370	16501.203	17619.601
079	Rimini	Italy	44.08377	12.54755	515.904	854.962	1296.932	2104.461	3094.186	4210.870	5459.170	6846.336	8449.071	10092.501	11826.050	13624.375	15482.367	17389.926	19336.206	21320.808	23336.239	25388.364	27504.441	29666.927	31844.542	34052.237	36342.079	38637.437	40965.431
080	Cagliari	Italy	39.24117	9.15197	238.974	434.398	707.534	1034.759	1415.446	1843.854	2321.309	2887.158	3480.194	4116.911	4797.403	5504.459	6235.664	6988.337	7760.548	8550.994	9361.843	10188.638	11031.590	11893.944	12828.988	13732.664	14652.300	15585.961	16537.150
081	Stavanger	Norway	58.91545	5.70865	0.000	99.329	287.624	550.113	892.797	1321.744	1826.178	2407.145	3055.058	3765.183	4536.807	5376.786	6277.235	7234.968	8245.850	9310.045	10424.424	11596.553	12807.263	14069.831	15372.956	16715.753	18090.648	19495.612	20943.688
082	Oldenburg	Germany	53.14574	8.20388	51.232	71.011	98.015	138.305	189.818	339.349	491.509	679.585	892.295	1554.980	2026.831	2573.948	3217.077	3910.966	4680.812	5551.582	6493.174	7501.644	8634.728	9775.948	10963.955	12189.518	13474.521	14787.130	16130.936
083	Blackpool	United Kingdom	53.82089	-3.01816	0.004	57.850	156.414	268.723	398.523	544.118	705.104	884.361	1084.020	1303.386	1543.251	1805.453	2446.748	3067.563	3787.967	4609.193	5551.237	6572.445	7689.876	8884.104	10128.074	11415.353	12739.669	14101.770	15486.692
084	Benidorm, Calp	Spain	38.61541	-0.02838	0.191	42.964	116.872	209.644	319.861	444.373	582.569	733.609	895.879	1070.905	1256.400	1456.191	1666.951	1889.601	2125.501	2375.839	2640.947	2920.069	3213.761	3518.841	3835.060	4161.320	4496.603	4845.464	5202.591
085	Palma de Mallorca	Spain	39.57002	2.66453	1.081	98.123	262.337	484.018	1028.654	1460.657	1939.860	2470.788	3046.100	3649.554	4285.199	4945.225	5628.373	6337.906	7128.689	7896.214	8684.217	9494.357	10327.295	11176.565	12040.397	12915.210	13800.860	14696.240	15603.857
086	Plymouth	United Kingdom	50.39326	-4.12297	2.520	104.781	279.698	503.080	763.019	1057.879	1384.618	1737.503	2116.315	2520.366	2960.418	3409.318	3875.877	4356.430	4849.393	5352.690	5864.907	6385.318	6913.596	7452.690	8001.090	8556.942	9120.316	9689.087	10264.092
087	Limassol	Cyprus	34.69620	33.03303	0.000	42.599	94.881	159.878	237.224	329.633	433.626	549.697	680.012	823.830	980.470	1149.191	1328.660	1518.104	1715.987	1920.987	2131.374	2345.888	2565.772	2788.806	3014.556	3243.244	3474.315	3707.509	3942.722
088	Aberdeen	United Kingdom	57.15557	-2.13213	0.000	24.809	67.584	123.614	189.873	267.323	355.414	455.208	567.093	690.732	823.458	977.194	1144.772	1329.141	1529.538	1743.939	1976.414	2229.991	2498.533	2777.873	3067.279	3364.472	3670.285	3982.506	4301.256
089	Mestre	Italy	45.48824	12.22416	1151.425	2046.510	3188.133	4517.262	5982.514	8175.056	10160.634	12317.559	14590.306	17051.680	19647.691	22353.474	25204.613	28094.497	31042.552	34035.253	37048.041	40074.973	43109.810	46150.619	49194.648	52240.208	55285.916	58331.914	61378.085
090	Rijeka	Croatia	45.34753	14.39295	0.000	20.573	54.687	97.651	150.206	212.555	284.532	365.193	450.637	541.279	636.118	734.609	837.262	943.892	1054.583	1167.829	1283.837	1402.517	1524.717	1649.700	1778.067	1909.224	2042.938	2178.489	2317.020
091	Genoa	Italy	44.42656	8.91915	13.026	198.379	467.557	798.757	1186.152	1619.429	2100.918	2620.620	3166.839	3733.671	4320.347	4921.661	5535.351	6160.097	6794.362	7435.501	8082.828	8737.023	9398.023	10064.142	10736.059	11412.723	12091.672	12773.590	13459.220
092	Lübeck	Germany	53.86930	10.68229	68.172	112.102	160.526	214.594	273.833	340.175	412.523	501.676	713.634	859.938	1025.754	1235.930	1458.515	1751.469	2055.087	2447.636	2840.309	3310.219	3781.206	4348.702	4901.172	5953.815	6656.252	7392.147	8172.801
093	Dunkirk	France	51.02427	2.33588	0.000	537.367	853.462	1304.950	1835.454	2462.698	3196.642	4027.132	4930.496	5905.029	6929.412	7998.248	9102.411	10234.658	11401.673	12577.036	13773.797	14988.029	16220.252	17467.754	18727.231	19995.142	21268.679	22544.386	23821.588
094	Peterborough	United Kingdom	52.57132	-0.26431	0.000	0.000	0.000	1.997	5.105	14.944	27.372	47.110	79.415	132.147	205.502	311.090	443.594	603.245	792.267	999.625	1227.778	1474.728	1928.280	2278.298	2926.422	3393.805	3920.189	4471.848	5051.215
095	Fredrikstad	Norway	59.24696	11.02231	0.000	159.176	368.697	617.268	906.178	1231.788	1591.254	1989.112	2427.274	2902.600	3417.283	3984.458	4694.308	5492.491	6240.448	7032.904	7875.483	8755.712	9671.154	10623.713	11612.510	12629.293	13682.799	14770.125	15885.823
096	Trondheim	Norway	63.40214	10.40722	0.000	99.409	271.117	502.049	780.965	1077.463	1387.543	1712.083	2046.716	2390.028	2740.517	3098.910	3465.519	3840.677	4226.297	4619.068	5017.810	5425.930	5836.871	6251.656	6671.491	7094.326	7519.862	7949.028	8379.873
